CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,TRADED_VAL
FUTSTKPVR24-FEB-2022,1589.6000000,1586.8000000,1615.0000000,1569.0500000,1608.8000000,1608.8000000,1.2000000,5989.0000000,975579.0000000,2397.0000000,1556123657.5500000
FUTSTKMCDOWELL-N28-APR-2022,875.1000000,883.0000000,890.0000000,883.0000000,890.0000000,889.6500000,1.6600000,6.0000000,5000.0000000,4.0000000,4432437.5000000
FUTSTKOBEROIRLTY24-FEB-2022,917.2000000,927.9500000,976.9000000,920.7500000,971.1500000,971.1500000,5.8800000,3980.0000000,2893100.0000000,4133.0000000,2765961870.0000000
FUTSTKTATAMOTORS24-FEB-2022,517.4000000,507.1000000,513.9500000,491.1500000,503.1500000,503.1500000,-2.7500000,26606.0000000,90327900.0000000,31694.0000000,45617351655.0000000
FUTSTKAPLLTD31-MAR-2022,761.9000000,763.8500000,767.0000000,761.0500000,767.0000000,767.0000000,0.6600000,40.0000000,4200.0000000,6.0000000,3211145.0000000
FUTSTKOBEROIRLTY28-APR-2022,925.0000000,980.0000000,980.0000000,980.0000000,980.0000000,980.0000000,5.9400000,1.0000000,700.0000000,1.0000000,686000.0000000
FUTSTKOBEROIRLTY31-MAR-2022,917.2000000,931.2500000,979.5500000,931.2500000,972.9000000,972.9000000,6.0700000,60.0000000,81900.0000000,117.0000000,78665475.0000000
FUTSTKDLF31-MAR-2022,393.4500000,395.6000000,411.0000000,386.7000000,408.8000000,408.8000000,3.9000000,298.0000000,856350.0000000,519.0000000,342129232.5000000
FUTSTKMFSL24-FEB-2022,943.5000000,950.0500000,959.0000000,924.4000000,930.5000000,930.5000000,-1.3700000,1894.0000000,919750.0000000,1415.0000000,866169882.5000000
FUTSTKPAGEIND31-MAR-2022,42714.1500000,42736.4500000,43422.6500000,42625.3500000,43422.6500000,43422.6500000,1.6500000,61.0000000,1200.0000000,40.0000000,51660882.0000000
FUTSTKRBLBANK31-MAR-2022,149.1500000,150.4000000,152.9000000,147.4500000,151.4500000,151.4500000,1.5400000,387.0000000,577100.0000000,199.0000000,86866310.0000000
FUTSTKRBLBANK28-APR-2022,149.6500000,152.5000000,152.8000000,150.0000000,151.4500000,151.4500000,1.2000000,26.0000000,72500.0000000,25.0000000,10983605.0000000
FUTSTKHINDALCO24-FEB-2022,491.0000000,493.9500000,513.5000000,488.4500000,511.8500000,511.8500000,4.2400000,25780.0000000,17193550.0000000,15994.0000000,8653042058.7500000
FUTSTKINDIACEM31-MAR-2022,224.7500000,228.0000000,238.1000000,224.4500000,232.6500000,232.6500000,3.5100000,144.0000000,527800.0000000,182.0000000,121986615.0000000
FUTSTKRAIN28-APR-2022,217.2500000,219.7500000,231.8000000,219.5000000,230.5500000,230.5500000,6.1200000,7.0000000,25000.0000000,10.0000000,5695125.0000000
FUTSTKPEL31-MAR-2022,2408.9000000,2508.3000000,2548.0000000,2476.7000000,2544.9000000,2544.9000000,5.6400000,88.0000000,21175.0000000,77.0000000,53193401.2500000
FUTSTKSIEMENS28-APR-2022,2348.6000000,2363.3500000,2440.7500000,2363.3500000,2424.7000000,2442.2500000,3.9800000,8.0000000,3300.0000000,12.0000000,7932760.0000000
FUTSTKGRANULES31-MAR-2022,306.1000000,309.1500000,315.9500000,307.0000000,313.7000000,313.7000000,2.4800000,155.0000000,122450.0000000,79.0000000,37980425.0000000
FUTSTKAARTIIND28-APR-2022,996.9000000,994.0000000,995.7500000,994.0000000,995.7500000,1022.9000000,2.6000000,5.0000000,2550.0000000,3.0000000,2537675.0000000
FUTSTKHINDUNILVR31-MAR-2022,2293.4500000,2302.1000000,2331.2000000,2296.2500000,2318.5000000,2318.5000000,1.0900000,1152.0000000,132600.0000000,442.0000000,306917760.0000000
FUTSTKBAJAJ-AUTO31-MAR-2022,3580.3000000,3583.4500000,3600.0000000,3538.3000000,3551.6000000,3551.6000000,-0.8000000,196.0000000,29750.0000000,119.0000000,106104550.0000000
FUTSTKBAJAJ-AUTO28-APR-2022,3600.1000000,3600.1500000,3600.1500000,3555.0000000,3560.0000000,3560.0000000,-1.1100000,11.0000000,2500.0000000,10.0000000,8932500.0000000
FUTSTKTATASTEEL31-MAR-2022,1092.1500000,1105.5500000,1183.1500000,1092.7500000,1176.1000000,1176.1000000,7.6800000,1919.0000000,929475.0000000,2187.0000000,1060673775.0000000
FUTSTKMANAPPURAM24-FEB-2022,157.2500000,158.7500000,160.6500000,155.6000000,159.1000000,159.1000000,1.1700000,6096.0000000,5328000.0000000,1776.0000000,844548900.0000000
FUTSTKOFSS31-MAR-2022,3535.3000000,3609.2500000,3609.3000000,3542.3500000,3601.9500000,3601.9500000,1.8800000,88.0000000,1625.0000000,13.0000000,5813612.5000000
FUTSTKADANIPORTS31-MAR-2022,722.6500000,727.6000000,749.0000000,727.0500000,743.5500000,743.5500000,2.8900000,313.0000000,362500.0000000,290.0000000,267597500.0000000
FUTSTKHINDCOPPER28-APR-2022,124.8000000,0.0000000,0.0000000,0.0000000,,128.0000000,2.5600000,0.0000000,0.0000000,0.0000000,0.0000000
FUTSTKACC31-MAR-2022,2282.1000000,2289.9500000,2354.4000000,2280.9500000,2335.8500000,2335.8500000,2.3500000,563.0000000,38500.0000000,154.0000000,89241187.5000000
FUTSTKRELIANCE24-FEB-2022,2392.2000000,2406.6000000,2423.2000000,2351.1500000,2389.7000000,2389.7000000,-0.1000000,131848.0000000,10402250.0000000,41609.0000000,24949274362.5000000
FUTSTKAUBANK24-FEB-2022,1310.3000000,1310.1500000,1356.5000000,1301.9000000,1342.4500000,1342.4500000,2.4500000,5962.0000000,2719000.0000000,5438.0000000,3625717425.0000000
FUTSTKINDIGO31-MAR-2022,1866.4500000,1876.6500000,1970.0000000,1876.6500000,1958.3500000,1958.3500000,4.9200000,173.0000000,95750.0000000,383.0000000,184700962.5000000
FUTSTKGLENMARK31-MAR-2022,490.0000000,494.4500000,498.0000000,494.1500000,497.4000000,497.4000000,1.5100000,137.0000000,13800.0000000,12.0000000,6853195.0000000
FUTSTKSBIN24-FEB-2022,538.9000000,540.1000000,544.0000000,520.8500000,534.6000000,534.6000000,-0.7900000,56154.0000000,55099500.0000000,36733.0000000,29458015725.0000000
FUTSTKSBIN31-MAR-2022,540.9000000,543.7000000,545.9000000,523.0500000,536.5500000,536.5500000,-0.8000000,1538.0000000,2275500.0000000,1517.0000000,1221235650.0000000
FUTSTKAXISBANK31-MAR-2022,777.9500000,779.9000000,797.2500000,774.4000000,785.6500000,785.6500000,0.9800000,727.0000000,751200.0000000,626.0000000,592308720.0000000
FUTSTKMINDTREE31-MAR-2022,4032.4000000,4134.6500000,4134.6500000,3955.0000000,4015.4500000,4015.4500000,-0.4200000,454.0000000,62000.0000000,310.0000000,249704040.0000000
FUTSTKKOTAKBANK24-FEB-2022,1865.3500000,1875.0500000,1912.2000000,1837.2500000,1893.4500000,1893.4500000,1.5000000,34260.0000000,7780400.0000000,19451.0000000,14676190040.0000000
FUTSTKIEX24-FEB-2022,235.5500000,237.6500000,237.8500000,229.3000000,233.8500000,233.8500000,-0.7200000,11161.0000000,17568750.0000000,4685.0000000,4126428187.5000000
FUTSTKWIPRO28-APR-2022,577.3500000,584.5000000,586.6500000,571.8500000,581.6000000,581.6000000,0.7300000,246.0000000,185600.0000000,232.0000000,107745640.0000000
FUTSTKHONAUT28-APR-2022,43240.6500000,0.0000000,0.0000000,0.0000000,,44752.3500000,3.4900000,1.0000000,0.0000000,0.0000000,0.0000000
FUTSTKNBCC28-APR-2022,47.1500000,48.0000000,48.6000000,47.4000000,47.4500000,47.4000000,0.5300000,5.0000000,48000.0000000,4.0000000,2297400.0000000
FUTSTKPERSISTENT24-FEB-2022,4400.4500000,4460.0000000,4550.0000000,4392.4000000,4513.0500000,4513.0500000,2.5500000,2611.0000000,220200.0000000,1468.0000000,985671562.5000000
FUTSTKGODREJCP24-FEB-2022,891.9000000,896.0500000,907.8000000,888.9500000,903.4500000,903.4500000,1.2900000,8126.0000000,1526000.0000000,3052.0000000,1373498925.0000000
FUTSTKMCDOWELL-N24-FEB-2022,868.3000000,874.5500000,889.6000000,862.2500000,884.5000000,884.5000000,1.8600000,12253.0000000,4505000.0000000,3604.0000000,3955253125.0000000
FUTSTKIBULHSGFIN28-APR-2022,212.1500000,214.0000000,217.1000000,212.8000000,216.4500000,216.4500000,2.0200000,25.0000000,40300.0000000,13.0000000,8683565.0000000
FUTSTKTATACONSUM24-FEB-2022,728.2500000,730.0500000,740.6000000,719.1500000,738.3000000,738.3000000,1.3800000,16769.0000000,2251125.0000000,3335.0000000,1648805928.7500000
FUTSTKLTI28-APR-2022,6330.4500000,6430.0000000,6435.0000000,6275.0000000,6361.0000000,6361.0000000,0.4800000,34.0000000,4950.0000000,33.0000000,31518840.0000000
FUTSTKNMDC31-MAR-2022,138.9000000,139.6000000,146.2500000,138.5000000,145.8000000,145.8000000,4.9600000,471.0000000,1527600.0000000,228.0000000,217766750.0000000
FUTSTKINDUSINDBK28-APR-2022,880.4500000,891.0000000,936.7500000,890.9500000,935.4500000,935.4500000,6.2400000,49.0000000,86400.0000000,96.0000000,78909660.0000000
FUTSTKABBOTINDIA28-APR-2022,16243.4000000,16340.0000000,16340.0000000,16250.0000000,16250.0000000,16300.0500000,0.3400000,3.0000000,75.0000000,3.0000000,1222250.0000000
FUTSTKIDEA24-FEB-2022,10.7500000,10.9000000,11.3000000,10.6500000,10.7500000,10.7500000,0.0000000,9282.0000000,242200000.0000000,3460.0000000,2657739000.0000000
FUTSTKTATACHEM28-APR-2022,944.5000000,947.7000000,964.0500000,938.1000000,964.0500000,964.0500000,2.0600000,6.0000000,8000.0000000,8.0000000,7625950.0000000
FUTSTKTATACHEM31-MAR-2022,942.2000000,948.3000000,963.6500000,937.0000000,960.7500000,960.7500000,1.9600000,130.0000000,161000.0000000,161.0000000,152931650.0000000
FUTSTKHCLTECH28-APR-2022,1111.9500000,1120.0000000,1144.3000000,1114.0000000,1141.6000000,1141.6000000,2.6600000,162.0000000,70700.0000000,101.0000000,79639315.0000000
FUTSTKINDIACEM24-FEB-2022,223.7000000,226.4000000,238.4500000,223.1000000,231.7000000,231.7000000,3.5700000,4500.0000000,15599100.0000000,5379.0000000,3602170475.0000000
FUTSTKDABUR31-MAR-2022,541.2000000,543.6000000,552.8500000,543.6000000,551.4000000,551.4000000,1.8800000,177.0000000,75000.0000000,60.0000000,41201875.0000000
FUTSTKDABUR24-FEB-2022,539.1500000,539.9500000,551.7500000,539.9500000,548.9000000,548.9000000,1.8000000,8740.0000000,2505000.0000000,2004.0000000,1371779000.0000000
FUTSTKPOWERGRID31-MAR-2022,214.0500000,214.0000000,214.1000000,210.1000000,211.7000000,211.7000000,-1.0900000,81.0000000,234652.0000000,44.0000000,49813153.1500000
FUTSTKRECLTD31-MAR-2022,136.9000000,138.0000000,138.0000000,136.1000000,137.4500000,137.4500000,0.4000000,179.0000000,720000.0000000,120.0000000,98754900.0000000
FUTSTKNATIONALUM24-FEB-2022,108.6500000,109.4500000,113.7500000,108.8000000,113.2500000,113.2500000,4.2300000,11436.0000000,42950500.0000000,5053.0000000,4783163350.0000000
FUTSTKVEDL31-MAR-2022,322.8000000,325.2000000,339.5000000,324.1000000,338.4000000,338.4000000,4.8300000,499.0000000,871100.0000000,281.0000000,290279815.0000000
FUTSTKINFY24-FEB-2022,1740.3500000,1770.0500000,1779.5500000,1734.2500000,1771.3500000,1771.3500000,1.7800000,132356.0000000,8639400.0000000,28798.0000000,15252111120.0000000
FUTSTKHDFCLIFE28-APR-2022,630.0000000,640.0000000,644.8000000,626.0000000,632.4500000,632.4500000,0.3800000,28.0000000,38500.0000000,35.0000000,24515150.0000000
FUTSTKGRANULES24-FEB-2022,304.7000000,305.8000000,315.0000000,304.5000000,312.4500000,312.4500000,2.5400000,8130.0000000,1886350.0000000,1217.0000000,583096205.0000000
FUTSTKICICIPRULI31-MAR-2022,563.2000000,569.3500000,574.2000000,559.7500000,560.7500000,560.7500000,-0.4300000,71.0000000,11250.0000000,15.0000000,6355500.0000000
FUTSTKFSL31-MAR-2022,156.7500000,159.9500000,160.0000000,154.2000000,158.7000000,158.7000000,1.2400000,117.0000000,210600.0000000,81.0000000,33017010.0000000
FUTSTKSBICARD24-FEB-2022,880.5500000,881.8500000,888.5000000,872.6000000,884.0500000,884.0500000,0.3900000,9267.0000000,690000.0000000,1380.0000000,609311550.0000000
FUTSTKCHOLAFIN24-FEB-2022,631.3500000,637.9500000,663.0000000,637.0000000,656.4000000,656.4000000,3.9600000,4958.0000000,3648750.0000000,2919.0000000,2367539250.0000000
FUTSTKLALPATHLAB28-APR-2022,2880.7000000,2860.7000000,2920.0000000,2860.7000000,2911.0000000,2911.0000000,1.0500000,37.0000000,1750.0000000,14.0000000,5066725.0000000
FUTSTKMANAPPURAM28-APR-2022,159.3000000,160.6000000,160.6000000,159.9000000,160.0000000,160.0000000,0.4300000,11.0000000,21000.0000000,7.0000000,3364050.0000000
FUTSTKHINDCOPPER31-MAR-2022,124.6500000,124.9500000,128.7000000,124.0500000,127.8500000,127.8500000,2.5600000,95.0000000,146200.0000000,34.0000000,18484195.0000000
FUTSTKPIDILITIND24-FEB-2022,2459.0000000,2459.0000000,2486.2000000,2441.0500000,2483.4500000,2483.4500000,0.9900000,10973.0000000,491500.0000000,1966.0000000,1216345675.0000000
FUTSTKCOFORGE24-FEB-2022,4729.9500000,4833.6500000,4920.0000000,4701.0500000,4783.2000000,4783.2000000,1.1200000,5547.0000000,326200.0000000,3262.0000000,1555783100.0000000
FUTSTKDALBHARAT31-MAR-2022,1793.9000000,1812.0000000,1883.2000000,1812.0000000,1880.3500000,1880.3500000,4.8100000,47.0000000,18750.0000000,75.0000000,34961487.5000000
FUTSTKHINDPETRO28-APR-2022,317.2500000,296.3000000,296.3000000,291.0000000,291.8000000,291.8000000,-8.0200000,7.0000000,18900.0000000,7.0000000,5532570.0000000
FUTSTKLAURUSLABS24-FEB-2022,504.1500000,506.9000000,528.0000000,505.2500000,525.2500000,525.2500000,4.1800000,4925.0000000,3519900.0000000,3911.0000000,1827827100.0000000
FUTSTKHAL24-FEB-2022,1430.8500000,1445.0000000,1461.6000000,1405.0000000,1430.0000000,1430.0000000,-0.0500000,5096.0000000,912475.0000000,1921.0000000,1309657388.7500000
FUTSTKZEEL28-APR-2022,293.6000000,293.3000000,293.6000000,289.0000000,291.6000000,291.6000000,-0.6800000,20.0000000,36000.0000000,12.0000000,10500150.0000000
FUTSTKIPCALAB31-MAR-2022,1034.2000000,1036.3000000,1046.9500000,1030.9000000,1046.9500000,1044.5000000,0.9900000,41.0000000,3600.0000000,8.0000000,3727957.5000000
FUTSTKIEX28-APR-2022,237.0000000,238.1000000,238.1000000,233.7500000,235.8500000,235.8500000,-0.4800000,17.0000000,26250.0000000,7.0000000,6186562.5000000
FUTSTKM&MFIN31-MAR-2022,162.3500000,163.7000000,169.0500000,161.9500000,168.2000000,168.2000000,3.6000000,160.0000000,596000.0000000,149.0000000,99048000.0000000
FUTSTKHEROMOTOCO28-APR-2022,2751.6000000,2700.1000000,2707.2500000,2700.0000000,2707.2500000,2753.9500000,0.0800000,6.0000000,900.0000000,3.0000000,2432205.0000000
FUTSTKBPCL28-APR-2022,392.0000000,382.7000000,390.4500000,375.0000000,376.9500000,376.9500000,-3.8300000,26.0000000,57600.0000000,32.0000000,21785580.0000000
FUTSTKWIPRO31-MAR-2022,575.0000000,585.0000000,585.0000000,568.6500000,579.2500000,579.2500000,0.7300000,3405.0000000,1108000.0000000,1385.0000000,640013320.0000000
FUTSTKTCS31-MAR-2022,3768.0500000,3794.7500000,3828.0000000,3755.6500000,3821.0500000,3821.0500000,1.4000000,4751.0000000,229200.0000000,1528.0000000,871511317.5000000
FUTSTKHONAUT31-MAR-2022,43101.9000000,43306.9000000,44757.5500000,43196.6500000,44356.1000000,44356.1000000,2.9000000,57.0000000,840.0000000,56.0000000,36620051.2500000
FUTSTKHONAUT24-FEB-2022,42687.6500000,42300.0500000,45187.9500000,42200.1500000,44241.5000000,44241.5000000,3.6400000,452.0000000,9615.0000000,641.0000000,424756765.5000000
FUTSTKNBCC24-FEB-2022,46.7000000,47.4000000,48.3000000,46.1000000,47.1000000,47.1000000,0.8500000,2413.0000000,10992000.0000000,916.0000000,519413400.0000000
FUTSTKGODREJCP28-APR-2022,897.2500000,0.0000000,0.0000000,0.0000000,,909.4000000,1.3500000,1.0000000,0.0000000,0.0000000,0.0000000
FUTSTKABFRL31-MAR-2022,295.8000000,296.8000000,309.6500000,294.1000000,307.5500000,307.5500000,3.9700000,83.0000000,143000.0000000,55.0000000,43332250.0000000
FUTSTKTATAMOTORS28-APR-2022,521.1000000,514.5500000,516.8500000,496.5000000,506.8000000,506.8000000,-2.7400000,131.0000000,592800.0000000,208.0000000,301053337.5000000
FUTSTKAPLLTD28-APR-2022,764.3500000,0.0000000,0.0000000,0.0000000,,769.8500000,0.7100000,0.0000000,0.0000000,0.0000000,0.0000000
FUTSTKBANKBARODA31-MAR-2022,108.2000000,109.3500000,109.7000000,103.4000000,107.1000000,107.1000000,-1.0100000,215.0000000,4843800.0000000,414.0000000,517587525.0000000
FUTSTKMFSL31-MAR-2022,947.5000000,957.0000000,958.8000000,930.0000000,932.8000000,932.8000000,-1.5500000,12.0000000,5200.0000000,8.0000000,4916730.0000000
FUTSTKHDFCBANK31-MAR-2022,1493.5500000,1504.0000000,1524.2000000,1483.2500000,1506.3500000,1506.3500000,0.8500000,3215.0000000,748550.0000000,1361.0000000,1129453600.0000000
FUTSTKABBOTINDIA24-FEB-2022,16156.3000000,16266.7500000,16278.7500000,16047.9000000,16217.9500000,16217.9500000,0.3800000,2663.0000000,16150.0000000,646.0000000,261070172.5000000
FUTSTKHCLTECH24-FEB-2022,1104.4000000,1118.8000000,1137.4000000,1105.4500000,1133.8500000,1133.8500000,2.6600000,39279.0000000,10432800.0000000,14904.0000000,11700268790.0000000
FUTSTKLUPIN28-APR-2022,917.5000000,926.4000000,926.4000000,910.0000000,910.0000000,913.1000000,-0.4700000,9.0000000,6800.0000000,8.0000000,6259145.0000000
FUTSTKM&M24-FEB-2022,886.1500000,892.4500000,895.5000000,865.6000000,873.0500000,873.0500000,-1.4700000,15819.0000000,4255300.0000000,6079.0000000,3752190120.0000000
FUTSTKM&M31-MAR-2022,889.5500000,888.7500000,899.3000000,871.7500000,876.7500000,876.7500000,-1.4300000,276.0000000,140000.0000000,200.0000000,123686885.0000000
FUTSTKBANDHANBNK28-APR-2022,318.7500000,323.6500000,323.6500000,318.2000000,318.2000000,322.4500000,1.1600000,6.0000000,5400.0000000,3.0000000,1730430.0000000
FUTSTKMETROPOLIS31-MAR-2022,2519.8500000,2540.0000000,2590.0000000,2500.0000000,2551.9500000,2551.9500000,1.2700000,88.0000000,8000.0000000,40.0000000,20343010.0000000
FUTSTKMARICO28-APR-2022,487.4000000,490.0000000,496.5000000,490.0000000,494.3000000,502.6500000,3.1200000,6.0000000,4000.0000000,4.0000000,1975800.0000000
FUTSTKSUNTV31-MAR-2022,498.2500000,500.0500000,506.2000000,499.0000000,505.2000000,505.2000000,1.3900000,68.0000000,15000.0000000,10.0000000,7531875.0000000
FUTSTKSIEMENS24-FEB-2022,2332.2000000,2343.5000000,2436.9500000,2328.8500000,2421.7000000,2421.7000000,3.8300000,5656.0000000,1030700.0000000,3748.0000000,2463224060.0000000
FUTSTKBALRAMCHIN31-MAR-2022,424.5500000,428.8000000,435.8500000,421.6000000,425.5500000,425.5500000,0.2300000,82.0000000,86400.0000000,54.0000000,37062560.0000000
FUTSTKBALRAMCHIN28-APR-2022,428.5000000,433.9500000,433.9500000,433.9500000,433.9500000,429.4500000,0.2200000,2.0000000,1600.0000000,1.0000000,694320.0000000
FUTSTKL&TFH31-MAR-2022,75.2500000,75.9500000,77.3000000,75.1500000,76.9500000,76.9500000,2.2500000,342.0000000,1900812.0000000,213.0000000,145012322.8000000
FUTSTKAARTIIND24-FEB-2022,987.3000000,990.6000000,1010.9000000,984.0000000,1007.0000000,1007.0000000,1.9900000,2403.0000000,889950.0000000,1047.0000000,887937072.5000000
FUTSTKASIANPAINT28-APR-2022,3184.2500000,3216.0000000,3237.2500000,3180.0000000,3224.8000000,3224.8000000,1.2700000,28.0000000,3900.0000000,26.0000000,12505897.5000000
FUTSTKCHAMBLFERT28-APR-2022,436.8000000,442.0000000,442.0000000,428.0000000,428.0000000,425.7500000,-2.5200000,6.0000000,3000.0000000,2.0000000,1305000.0000000
FUTSTKLAURUSLABS31-MAR-2022,505.1000000,508.9000000,527.8500000,507.0500000,524.7000000,524.7000000,3.8800000,359.0000000,252000.0000000,280.0000000,130988430.0000000
FUTSTKLAURUSLABS28-APR-2022,507.7500000,515.0000000,526.6000000,515.0000000,525.9500000,525.9500000,3.5800000,13.0000000,16200.0000000,18.0000000,8477775.0000000
FUTSTKMGL24-FEB-2022,812.7500000,824.7000000,826.7000000,808.1000000,823.6500000,823.6500000,1.3400000,6835.0000000,628200.0000000,1047.0000000,515155530.0000000
FUTSTKMGL28-APR-2022,819.7000000,825.0000000,830.0000000,819.9500000,830.0000000,837.6000000,2.1800000,18.0000000,3600.0000000,6.0000000,2972190.0000000
FUTSTKSAIL28-APR-2022,98.3000000,99.0500000,103.6500000,98.2000000,103.2000000,103.2000000,4.9800000,71.0000000,399000.0000000,84.0000000,40204475.0000000
FUTSTKTORNTPOWER24-FEB-2022,543.0500000,545.7500000,545.7500000,529.1000000,541.2000000,541.2000000,-0.3400000,1884.0000000,1170000.0000000,780.0000000,630405000.0000000
FUTSTKHAVELLS31-MAR-2022,1190.6000000,1199.2000000,1200.1000000,1179.0000000,1198.6000000,1198.6000000,0.6700000,128.0000000,58000.0000000,116.0000000,69028950.0000000
FUTSTKTVSMOTOR24-FEB-2022,604.0000000,602.9500000,627.6000000,601.3000000,625.0500000,625.0500000,3.4800000,5141.0000000,4925200.0000000,3518.0000000,3032187970.0000000
FUTSTKGAIL28-APR-2022,144.1000000,145.8000000,147.2500000,145.8000000,146.9000000,146.9000000,1.9400000,11.0000000,30500.0000000,5.0000000,4477705.0000000
FUTSTKHDFCBANK24-FEB-2022,1488.0000000,1508.5000000,1518.8000000,1476.3500000,1501.3500000,1501.3500000,0.8900000,65406.0000000,16283300.0000000,29606.0000000,24466046357.5000000
FUTSTKPAGEIND24-FEB-2022,42513.9500000,42598.8000000,43399.9500000,42418.6000000,43266.2000000,43266.2000000,1.7600000,2560.0000000,18930.0000000,631.0000000,813441361.5000000
FUTSTKBANDHANBNK24-FEB-2022,316.7000000,316.9000000,323.0000000,314.3000000,320.8000000,320.8000000,1.2900000,10929.0000000,5558400.0000000,3088.0000000,1777688100.0000000
FUTSTKMETROPOLIS24-FEB-2022,2519.8500000,2543.7500000,2603.0000000,2505.0000000,2554.7500000,2554.7500000,1.3800000,2957.0000000,540800.0000000,2704.0000000,1376513980.0000000
FUTSTKRAIN24-FEB-2022,216.1000000,217.7000000,230.0000000,213.9500000,228.7500000,228.7500000,5.8500000,2633.0000000,4317500.0000000,1727.0000000,969520500.0000000
FUTSTKGNFC24-FEB-2022,471.3000000,474.3500000,477.0000000,455.0500000,466.4500000,466.4500000,-1.0200000,2128.0000000,1600300.0000000,1231.0000000,744719235.0000000
FUTSTKMPHASIS24-FEB-2022,3114.5500000,3174.9500000,3200.0500000,3121.9500000,3159.2000000,3159.2000000,1.4300000,8015.0000000,315700.0000000,1804.0000000,995567247.5000000
FUTSTKWHIRLPOOL31-MAR-2022,1858.5000000,1857.4500000,1857.4500000,1827.0500000,1850.8500000,1850.8500000,-0.4100000,78.0000000,3250.0000000,13.0000000,5995950.0000000
FUTSTKBIOCON24-FEB-2022,369.2000000,384.0000000,384.0000000,367.6000000,377.7500000,377.7500000,2.3100000,6085.0000000,3553500.0000000,1545.0000000,1329513735.0000000
FUTSTKBIOCON28-APR-2022,372.1000000,376.0000000,376.0000000,376.0000000,376.0000000,379.9000000,2.0900000,14.0000000,4600.0000000,2.0000000,1729600.0000000
FUTSTKJKCEMENT28-APR-2022,3341.2500000,3341.2500000,3341.2500000,3294.0000000,3294.0000000,3392.3000000,1.5200000,6.0000000,525.0000000,3.0000000,1739263.7500000
FUTSTKPNB31-MAR-2022,41.8500000,42.0500000,42.3000000,40.6500000,41.7000000,41.7000000,-0.3500000,618.0000000,6400000.0000000,400.0000000,266395200.0000000
FUTSTKTATASTEEL28-APR-2022,1096.5000000,1106.8000000,1187.0000000,1101.0000000,1182.6500000,1182.6500000,7.8500000,164.0000000,120700.0000000,284.0000000,137859120.0000000
FUTSTKMANAPPURAM31-MAR-2022,157.8500000,159.0000000,161.0500000,156.3500000,159.6500000,159.6500000,1.1400000,272.0000000,402000.0000000,134.0000000,63953400.0000000
FUTSTKAUROPHARMA31-MAR-2022,639.1000000,641.3500000,660.9000000,641.0000000,659.7000000,659.7000000,3.2200000,429.0000000,97500.0000000,130.0000000,63395362.5000000
FUTSTKUPL28-APR-2022,784.3000000,789.6500000,794.6500000,782.1500000,790.4500000,790.4500000,0.7800000,15.0000000,11700.0000000,9.0000000,9229805.0000000
FUTSTKADANIPORTS24-FEB-2022,719.6500000,724.9500000,746.4000000,722.5000000,740.6500000,740.6500000,2.9100000,70508.0000000,12131250.0000000,9705.0000000,8905457875.0000000
FUTSTKPFIZER31-MAR-2022,4560.3500000,4560.3500000,4565.0000000,4515.0000000,4557.9500000,4558.6000000,-0.0300000,25.0000000,625.0000000,5.0000000,2845412.5000000
FUTSTKBHARATFORG31-MAR-2022,741.0500000,747.0000000,756.7500000,738.4000000,753.1000000,753.1000000,1.6200000,93.0000000,28500.0000000,38.0000000,21400200.0000000
FUTSTKESCORTS24-FEB-2022,1852.9500000,1835.7000000,1867.1500000,1835.7000000,1857.3000000,1857.3000000,0.2300000,9514.0000000,1236400.0000000,2248.0000000,2295391340.0000000
FUTSTKMINDTREE28-APR-2022,4054.5000000,4100.0000000,4100.0000000,3990.0000000,4058.6000000,4023.4500000,-0.7600000,18.0000000,3800.0000000,19.0000000,15322370.0000000
FUTSTKHEROMOTOCO24-FEB-2022,2657.9500000,2675.4500000,2706.6500000,2615.4500000,2659.8500000,2659.8500000,0.0700000,10099.0000000,1053000.0000000,3510.0000000,2810172300.0000000
FUTSTKGSPL24-FEB-2022,301.9500000,302.0500000,304.5000000,298.2000000,299.6500000,299.6500000,-0.7600000,800.0000000,776900.0000000,457.0000000,234656185.0000000
FUTSTKGODREJPROP31-MAR-2022,1724.9500000,1734.2000000,1768.0000000,1705.0000000,1736.8500000,1736.8500000,0.6800000,318.0000000,58175.0000000,179.0000000,101209875.0000000
FUTSTKTCS28-APR-2022,3782.0000000,3810.9000000,3842.4500000,3775.0000000,3837.0500000,3837.0500000,1.4500000,193.0000000,23850.0000000,159.0000000,90966082.5000000
FUTSTKASHOKLEY28-APR-2022,133.9000000,132.3000000,133.2000000,129.5000000,132.6500000,132.6500000,-0.9300000,30.0000000,189000.0000000,42.0000000,24874650.0000000
FUTSTKCADILAHC31-MAR-2022,408.7000000,410.0000000,414.4000000,409.0000000,410.4500000,410.4500000,0.4200000,802.0000000,129800.0000000,118.0000000,53380690.0000000
FUTSTKGUJGASLTD31-MAR-2022,679.1000000,688.5500000,691.0000000,683.6000000,685.9500000,685.5000000,0.9400000,52.0000000,25000.0000000,20.0000000,17179187.5000000
FUTSTKINDUSTOWER31-MAR-2022,253.1000000,254.0500000,257.7500000,254.0500000,257.6500000,257.6500000,1.7900000,64.0000000,36400.0000000,13.0000000,9330440.0000000
